"subjID" "activity" "feature" "mMean" "mStd"
"42" 1 "SITTING" "tBodyGyro.Z" 0.0629313811914894 -0.941425920851064
"43" 1 "SITTING" "tBodyGyroJerk.X" -0.0936793807234043 -0.99173159212766
"44" 1 "SITTING" "tBodyGyroJerk.Y" -0.0402118124255319 -0.989518068510638
"45" 1 "SITTING" "tBodyGyroJerk.Z" -0.046702627 -0.987935806382979
"46" 1 "SITTING" "tGravityAcc.X" 0.831509933404255 -0.968457145744681
"47" 1 "SITTING" "tGravityAcc.Y" 0.204411592680851 -0.935517055957447
"48" 1 "SITTING" "tGravityAcc.Z" 0.332043702765957 -0.949040933191489
"49" 1 "STANDING" "fBodyAcc.X" -0.995249932641509 -0.99602834509434
"50" 1 "STANDING" "fBodyAcc.Y" -0.977070847735849 -0.972293102075472
"51" 1 "STANDING" "fBodyAcc.Z" -0.985297098679245 -0.977937259622642
"52" 1 "STANDING" "fBodyAccJerk.X" -0.994630797358491 -0.995073759245283
"53" 1 "STANDING" "fBodyAccJerk.Y" -0.985418704528302 -0.987018226792453
"54" 1 "STANDING" "fBodyAccJerk.Z" -0.990752166037736 -0.992349818113208
"55" 1 "STANDING" "fBodyGyro.X" -0.986386786037736 -0.987497128679245
"56" 1 "STANDING" "fBodyGyro.Y" -0.988984455849057 -0.987107727735849
"57" 1 "STANDING" "fBodyGyro.Z" -0.980773122830189 -0.98234533
"58" 1 "STANDING" "tBodyAcc.X" 0.278917629056604 -0.995759901509434
"59" 1 "STANDING" "tBodyAcc.Y" -0.0161375901037736 -0.973190056415094
"60" 1 "STANDING" "tBodyAcc.Z" -0.110601817735849 -0.979775876981132
"61" 1 "STANDING" "tBodyAccJerk.X" 0.0753766542264151 -0.994604542264151
"62" 1 "STANDING" "tBodyAccJerk.Y" 0.00797573092830189 -0.98564873245283
"63" 1 "STANDING" "tBodyAccJerk.Z" -0.00368524954709434 -0.992251177358491
"64" 1 "STANDING" "tBodyGyro.X" -0.0239877347979245 -0.987191946603774
"65" 1 "STANDING" "tBodyGyro.Y" -0.0593972209811321 -0.98773444
"66" 1 "STANDING" "tBodyGyro.Z" 0.074800751 -0.980645626981132
"67" 1 "STANDING" "tBodyGyroJerk.X" -0.0996092129056604 -0.992945106981132
"68" 1 "STANDING" "tBodyGyroJerk.Y" -0.0440627877924528 -0.995137917358491
"69" 1 "STANDING" "tBodyGyroJerk.Z" -0.0489505466716981 -0.992108467169811
"70" 1 "STANDING" "tGravityAcc.X" 0.942952000377358 -0.99376298509434
"71" 1 "STANDING" "tGravityAcc.Y" -0.272983832264151 -0.981225957924528
"72" 1 "STANDING" "tGravityAcc.Z" 0.0134905823226415 -0.976324063584906
"73" 1 "WALKING" "fBodyAcc.X" -0.202794306326316 -0.319134719578947
"74" 1 "WALKING" "fBodyAcc.Y" 0.0897127264021053 0.056040006846
"75" 1 "WALKING" "fBodyAcc.Z" -0.331560117789474 -0.279686751494737
"76" 1 "WALKING" "fBodyAccJerk.X" -0.170546964549579 -0.133586606326316
"77" 1 "WALKING" "fBodyAccJerk.Y" -0.0352255241130632 0.106739857136
"78" 1 "WALKING" "fBodyAccJerk.Z" -0.468999224631579 -0.534713440421053
"79" 1 "WALKING" "fBodyGyro.X" -0.339032197115789 -0.516691938736842
"80" 1 "WALKING" "fBodyGyro.Y" -0.103059416434737 -0.0335081597884211
"81" 1 "WALKING" "fBodyGyro.Z" -0.255940940315789 -0.436562227473684
"82" 1 "WALKING" "tBodyAcc.X" 0.277330758736842 -0.283740258842105
"83" 1 "WALKING" "tBodyAcc.Y" -0.0173838185273684 0.114461336747368
"84" 1 "WALKING" "tBodyAcc.Z" -0.111148103547368 -0.260027902210526
"85" 1 "WALKING" "tBodyAccJerk.X" 0.0740416333157895 -0.113615602435789
"86" 1 "WALKING" "tBodyAccJerk.Y" 0.0282721095884211 0.0670025007684211
"87" 1 "WALKING" "tBodyAccJerk.Z" -0.00416840617789474 -0.502699788526316
"88" 1 "WALKING" "tBodyGyro.X" -0.041830963526 -0.473535485894737
"89" 1 "WALKING" "tBodyGyro.Y" -0.0695300462115789 -0.0546077686594737
"90" 1 "WALKING" "tBodyGyro.Z" 0.0849448173042105 -0.344266629473684
"91" 1 "WALKING" "tBodyGyroJerk.X" -0.0899975423705263 -0.207421854757895
"92" 1 "WALKING" "tBodyGyroJerk.Y" -0.0398428709463158 -0.304468510631579
"93" 1 "WALKING" "tBodyGyroJerk.Z" -0.0461309295021053 -0.404255452631579
"94" 1 "WALKING" "tGravityAcc.X" 0.935223201473684 -0.976609642526316
"95" 1 "WALKING" "tGravityAcc.Y" -0.282165021263158 -0.971305961473684
"96" 1 "WALKING" "tGravityAcc.Z" -0.068102864 -0.947717226105263
"97" 1 "WALKING_DOWNSTAIRS" "fBodyAcc.X" 0.0382291831510204 0.0243308391387755
"98" 1 "WALKING_DOWNSTAIRS" "fBodyAcc.Y" 0.00154990783591837 -0.112963739953061
"99" 1 "WALKING_DOWNSTAIRS" "fBodyAcc.Z" -0.225574471693878 -0.297927894693878
"100" 1 "WALKING_DOWNSTAIRS" "fBodyAccJerk.X" -0.0276638676122449 -0.0863278966402041
"101" 1 "WALKING_DOWNSTAIRS" "fBodyAccJerk.Y" -0.12866715764898 -0.134580008877551
"102" 1 "WALKING_DOWNSTAIRS" "fBodyAccJerk.Z" -0.288334735714286 -0.401721464285714
"103" 1 "WALKING_DOWNSTAIRS" "fBodyGyro.X" -0.352449631363265 -0.495422486102041
"104" 1 "WALKING_DOWNSTAIRS" "fBodyGyro.Y" -0.0557022524693878 -0.181414728657143
"105" 1 "WALKING_DOWNSTAIRS" "fBodyGyro.Z" -0.0318694271979592 -0.238443565306122
"106" 1 "WALKING_DOWNSTAIRS" "tBodyAcc.X" 0.289188320408163 0.0300353383483878
"107" 1 "WALKING_DOWNSTAIRS" "tBodyAcc.Y" -0.00991850461020408 -0.0319359434489796
"108" 1 "WALKING_DOWNSTAIRS" "tBodyAcc.Z" -0.107566190908163 -0.230434213204082
"109" 1 "WALKING_DOWNSTAIRS" "tBodyAccJerk.X" 0.0541553164897959 -0.012283860544898
"110" 1 "WALKING_DOWNSTAIRS" "tBodyAccJerk.Y" 0.0296504490408163 -0.101601390640816
"111" 1 "WALKING_DOWNSTAIRS" "tBodyAccJerk.Z" -0.0109719730183673 -0.345735032326531
"112" 1 "WALKING_DOWNSTAIRS" "tBodyGyro.X" -0.0350781902989796 -0.458030542938775
"113" 1 "WALKING_DOWNSTAIRS" "tBodyGyro.Y" -0.0909371290204082 -0.126349194938775
"114" 1 "WALKING_DOWNSTAIRS" "tBodyGyro.Z" 0.0900850142030612 -0.124702454242857
"115" 1 "WALKING_DOWNSTAIRS" "tBodyGyroJerk.X" -0.0739592036271429 -0.487027342244898
"116" 1 "WALKING_DOWNSTAIRS" "tBodyGyroJerk.Y" -0.0439902783367347 -0.238824827530612
"117" 1 "WALKING_DOWNSTAIRS" "tBodyGyroJerk.Z" -0.0270461061061224 -0.268761480242857
"118" 1 "WALKING_DOWNSTAIRS" "tGravityAcc.X" 0.931874418979592 -0.950559811632653
"119" 1 "WALKING_DOWNSTAIRS" "tGravityAcc.Y" -0.266610338979592 -0.937018658979592
"120" 1 "WALKING_DOWNSTAIRS" "tGravityAcc.Z" -0.0621199585938775 -0.895939695102041
"121" 1 "WALKING_UPSTAIRS" "fBodyAcc.X" -0.404321784150943 -0.337428188679245
"122" 1 "WALKING_UPSTAIRS" "fBodyAcc.Y" -0.190976720811321 0.0217695106566038
"123" 1 "WALKING_UPSTAIRS" "fBodyAcc.Z" -0.433349702075472 0.0859565543849057
"124" 1 "WALKING_UPSTAIRS" "fBodyAccJerk.X" -0.479875245660377 -0.461907025849057
"125" 1 "WALKING_UPSTAIRS" "fBodyAccJerk.Y" -0.41344458754717 -0.381777065283019
"126" 1 "WALKING_UPSTAIRS" "fBodyAccJerk.Z" -0.685474353962264 -0.726040200754717
"127" 1 "WALKING_UPSTAIRS" "fBodyGyro.X" -0.492611667924528 -0.565892490754717
"128" 1 "WALKING_UPSTAIRS" "fBodyGyro.Y" -0.319474609056604 0.151538905566038
"129" 1 "WALKING_UPSTAIRS" "fBodyGyro.Z" -0.453597213018868 -0.57170784
"130" 1 "WALKING_UPSTAIRS" "tBodyAcc.X" 0.255461689622641 -0.35470802509434
"131" 1 "WALKING_UPSTAIRS" "tBodyAcc.Y" -0.0239531492643396 -0.00232026501698113
"132" 1 "WALKING_UPSTAIRS" "tBodyAcc.Z" -0.0973020020943396 -0.0194792388471698
"133" 1 "WALKING_UPSTAIRS" "tBodyAccJerk.X" 0.101372729922642 -0.446843887735849
"134" 1 "WALKING_UPSTAIRS" "tBodyAccJerk.Y" 0.0194863076188679 -0.378274426037736
"135" 1 "WALKING_UPSTAIRS" "tBodyAccJerk.Z" -0.0455625449113208 -0.706593530943396
"136" 1 "WALKING_UPSTAIRS" "tBodyGyro.X" 0.050549379754717 -0.544871104528302
"137" 1 "WALKING_UPSTAIRS" "tBodyGyro.Y" -0.166170015088679 0.00410518379811321
"138" 1 "WALKING_UPSTAIRS" "tBodyGyro.Z" 0.0583595463981132 -0.50716867490566
"139" 1 "WALKING_UPSTAIRS" "tBodyGyroJerk.X" -0.122232768011321 -0.614786508490566
"140" 1 "WALKING_UPSTAIRS" "tBodyGyroJerk.Y" -0.0421485884509434 -0.601696656226415
"141" 1 "WALKING_UPSTAIRS" "tBodyGyroJerk.Z" -0.0407125527654717 -0.606332002264151
"142" 1 "WALKING_UPSTAIRS" "tGravityAcc.X" 0.89335109754717 -0.956367027924528
"143" 1 "WALKING_UPSTAIRS" "tGravityAcc.Y" -0.362153364339623 -0.952849233207547
"144" 1 "WALKING_UPSTAIRS" "tGravityAcc.Z" -0.075402939754717 -0.912379410377358
"145" 2 "LAYING" "fBodyAcc.X" -0.976725059791667 -0.973246482083333
"146" 2 "LAYING" "fBodyAcc.Y" -0.979800877916667 -0.981025105625
"147" 2 "LAYING" "fBodyAcc.Z" -0.984380981875 -0.984792185
"148" 2 "LAYING" "fBodyAccJerk.X" -0.985813630833333 -0.987250255833333
"149" 2 "LAYING" "fBodyAccJerk.Y" -0.982768250416667 -0.984987392916667
"150" 2 "LAYING" "fBodyAccJerk.Z" -0.986197134583333 -0.989345368541667
"151" 2 "LAYING" "fBodyGyro.X" -0.9864311425 -0.988860685833333
"152" 2 "LAYING" "fBodyGyro.Y" -0.983321635416667 -0.981910616458333
"153" 2 "LAYING" "fBodyGyro.Z" -0.9626718875 -0.963174222291667
"154" 2 "LAYING" "tBodyAcc.X" 0.281373403958333 -0.974059464791667
"155" 2 "LAYING" "tBodyAcc.Y" -0.0181587397583333 -0.98027739875
"156" 2 "LAYING" "tBodyAcc.Z" -0.107245610416667 -0.984233296875
"157" 2 "LAYING" "tBodyAccJerk.X" 0.0825972511666667 -0.98587216875
"158" 2 "LAYING" "tBodyAccJerk.Y" 0.012254788451875 -0.98317254125
"159" 2 "LAYING" "tBodyAccJerk.Z" -0.00180264895625 -0.988442014375
"160" 2 "LAYING" "tBodyGyro.X" -0.01847660675 -0.988275232916667
"161" 2 "LAYING" "tBodyGyro.Y" -0.111800824583333 -0.982291608958333
"162" 2 "LAYING" "tBodyGyro.Z" 0.144882846104167 -0.960306560416667
"163" 2 "LAYING" "tBodyGyroJerk.X" -0.101974134208333 -0.993235849166667
"164" 2 "LAYING" "tBodyGyroJerk.Y" -0.0358590176083333 -0.989567537916667
"165" 2 "LAYING" "tBodyGyroJerk.Z" -0.0701783020833333 -0.98803582125
"166" 2 "LAYING" "tGravityAcc.X" -0.509754238125 -0.959014441458333
"167" 2 "LAYING" "tGravityAcc.Y" 0.752536639375 -0.988211865208333
"168" 2 "LAYING" "tGravityAcc.Z" 0.646834879583333 -0.984230418125
"169" 2 "SITTING" "fBodyAcc.X" -0.985803840652174 -0.98736209
"170" 2 "SITTING" "fBodyAcc.Y" -0.957343498478261 -0.950073754130435
"171" 2 "SITTING" "fBodyAcc.Z" -0.970162172608696 -0.956862864130435
"172" 2 "SITTING" "fBodyAccJerk.X" -0.987848793695652 -0.989459107391304
"173" 2 "SITTING" "fBodyAccJerk.Y" -0.977139702826087 -0.980804228478261
"174" 2 "SITTING" "fBodyAccJerk.Z" -0.985129050217391 -0.988570804130435
"175" 2 "SITTING" "fBodyGyro.X" -0.982621389565217 -0.986808501521739
"176" 2 "SITTING" "fBodyGyro.Y" -0.982100923695652 -0.977356188695652
"177" 2 "SITTING" "fBodyGyro.Z" -0.959814822391304 -0.963522659782609
"178" 2 "SITTING" "tBodyAcc.X" 0.27708735173913 -0.986822279565217
"179" 2 "SITTING" "tBodyAcc.Y" -0.0156879937282609 -0.950704499130435
"180" 2 "SITTING" "tBodyAcc.Z" -0.109218272456522 -0.95982817173913
"181" 2 "SITTING" "tBodyAccJerk.X" 0.0722564387173913 -0.988055854130435
"182" 2 "SITTING" "tBodyAccJerk.Y" 0.0116954511323913 -0.977983955434783
"183" 2 "SITTING" "tBodyAccJerk.Z" 0.00760546929869565 -0.98751821173913
"184" 2 "SITTING" "tBodyGyro.X" -0.0454706620434783 -0.985742027826087
"185" 2 "SITTING" "tBodyGyro.Y" -0.0599286797043478 -0.978919526956522
"186" 2 "SITTING" "tBodyGyro.Z" 0.0412277462173913 -0.959803708695652
"187" 2 "SITTING" "tBodyGyroJerk.X" -0.0936328412826087 -0.989709023043478
"188" 2 "SITTING" "tBodyGyroJerk.Y" -0.0415602029130435 -0.990889614782609
"189" 2 "SITTING" "tBodyGyroJerk.Z" -0.04358509665 -0.985542325652174
"190" 2 "SITTING" "tGravityAcc.X" 0.940477273043478 -0.979988760869565
"191" 2 "SITTING" "tGravityAcc.Y" -0.105630024498783 -0.956750273043478
"192" 2 "SITTING" "tGravityAcc.Z" 0.19872676876087 -0.954415873043478
"193" 2 "STANDING" "fBodyAcc.X" -0.983946739814815 -0.989056469814815
"194" 2 "STANDING" "fBodyAcc.Y" -0.959871697407407 -0.957908842222222
"195" 2 "STANDING" "fBodyAcc.Z" -0.962471195740741 -0.946433583518518
"196" 2 "STANDING" "fBodyAccJerk.X" -0.980973241666667 -0.983007923703704
"197" 2 "STANDING" "fBodyAccJerk.Y" -0.970851337962963 -0.973520241111111
"198" 2 "STANDING" "fBodyAccJerk.Z" -0.979775152037037 -0.984599905185185
"199" 2 "STANDING" "fBodyGyro.X" -0.967037112037037 -0.97498812462963
"200" 2 "STANDING" "fBodyGyro.Y" -0.972576152962963 -0.97103605037037
"201" 2 "STANDING" "fBodyGyro.Z" -0.960627696111111 -0.969754295740741
"202" 2 "STANDING" "tBodyAcc.X" 0.277911472222222 -0.987271889259259
"203" 2 "STANDING" "tBodyAcc.Y" -0.0184208270166667 -0.957304989259259
"204" 2 "STANDING" "tBodyAcc.Z" -0.105908536055556 -0.949741851296296
"205" 2 "STANDING" "tBodyAccJerk.X" 0.0747588597592593 -0.981085715555556
"206" 2 "STANDING" "tBodyAccJerk.Y" 0.0103291774794444 -0.97105943962963
"207" 2 "STANDING" "tBodyAccJerk.Z" -0.00837158846722222 -0.982841446481482
"208" 2 "STANDING" "tBodyGyro.X" -0.0238623875712963 -0.972998629814815
"209" 2 "STANDING" "tBodyGyro.Y" -0.0820396577592593 -0.971441996481481
"210" 2 "STANDING" "tBodyGyro.Z" 0.0878351695481481 -0.964856701851852
"211" 2 "STANDING" "tBodyGyroJerk.X" -0.105562157888889 -0.979324000740741
"212" 2 "STANDING" "tBodyGyroJerk.Y" -0.042241953537037 -0.983447258518519
"213" 2 "STANDING" "tBodyGyroJerk.Z" -0.0546539479425926 -0.973610118333333
"214" 2 "STANDING" "tGravityAcc.X" 0.896928566851852 -0.986685818703704
"215" 2 "STANDING" "tGravityAcc.Y" -0.370062696851852 -0.97419442037037
"216" 2 "STANDING" "tGravityAcc.Z" 0.129747161222222 -0.945927078703704
"217" 2 "WALKING" "fBodyAcc.X" -0.346048161016949 -0.457651383728814
"218" 2 "WALKING" "fBodyAcc.Y" -0.0219048103322034 -0.16921968620339
"219" 2 "WALKING" "fBodyAcc.Z" -0.453806369830508 -0.455222146440678
"220" 2 "WALKING" "fBodyAccJerk.X" -0.304615322881356 -0.31431306340678
"221" 2 "WALKING" "fBodyAccJerk.Y" -0.0787640836610169 -0.0153329520084746
"222" 2 "WALKING" "fBodyAccJerk.Z" -0.554956709661017 -0.615898188474576
"223" 2 "WALKING" "fBodyGyro.X" -0.429713536101695 -0.604053019152542
"224" 2 "WALKING" "fBodyGyro.Y" -0.55477211220339 -0.533046952542373
"225" 2 "WALKING" "fBodyGyro.Z" -0.396659907457627 -0.559856635084746
"226" 2 "WALKING" "tBodyAcc.X" 0.276426586440678 -0.423642838474576
"227" 2 "WALKING" "tBodyAcc.Y" -0.0185949199145763 -0.0780912533118644
"228" 2 "WALKING" "tBodyAcc.Z" -0.105500357966102 -0.425257524915254
"229" 2 "WALKING" "tBodyAccJerk.X" 0.0618080696279661 -0.277530462620339
"230" 2 "WALKING" "tBodyAccJerk.Y" 0.0182492679288136 -0.0166022362847458
"231" 2 "WALKING" "tBodyAccJerk.Z" 0.00789533706610169 -0.586090418983051
"232" 2 "WALKING" "tBodyGyro.X" -0.0530258157347458 -0.561550255762712
"233" 2 "WALKING" "tBodyGyro.Y" -0.0482382316949153 -0.53845366779661
"234" 2 "WALKING" "tBodyGyro.Z" 0.0828336633220339 -0.481085535084746
"235" 2 "WALKING" "tBodyGyroJerk.X" -0.0818833429152542 -0.389549831525424
"236" 2 "WALKING" "tBodyGyroJerk.Y" -0.0538299449067797 -0.634140436101695
"237" 2 "WALKING" "tBodyGyroJerk.Z" -0.0514939156830508 -0.435492677288136
"238" 2 "WALKING" "tGravityAcc.X" 0.91301733338983 -0.972693201355932
"239" 2 "WALKING" "tGravityAcc.Y" -0.34660709 -0.972116879661017
"240" 2 "WALKING" "tGravityAcc.Z" 0.0847270871186441 -0.972072847627119
"241" 2 "WALKING_DOWNSTAIRS" "fBodyAcc.X" 0.112841160325532 0.0161046198595745
"242" 2 "WALKING_DOWNSTAIRS" "fBodyAcc.Y" 0.278345041765957 0.171973972957447
"243" 2 "WALKING_DOWNSTAIRS" "fBodyAcc.Z" -0.131290772 -0.162032894287234
"244" 2 "WALKING_DOWNSTAIRS" "fBodyAccJerk.X" 0.138120681087234 0.0499590624829787
"245" 2 "WALKING_DOWNSTAIRS" "fBodyAccJerk.Y" 0.0962091607617021 0.0808333491276596
"246" 2 "WALKING_DOWNSTAIRS" "fBodyAccJerk.Z" -0.271498721106383 -0.408227423191489
"247" 2 "WALKING_DOWNSTAIRS" "fBodyGyro.X" -0.145775970406383 -0.379436674361702
"248" 2 "WALKING_DOWNSTAIRS" "fBodyGyro.Y" -0.361913824 -0.458732747446809
"249" 2 "WALKING_DOWNSTAIRS" "fBodyGyro.Z" -0.0874944736085106 -0.422987665106383
"250" 2 "WALKING_DOWNSTAIRS" "tBodyAcc.X" 0.27761534806383 0.0463666814446808
"251" 2 "WALKING_DOWNSTAIRS" "tBodyAcc.Y" -0.0226614158361702 0.262881788951064
"252" 2 "WALKING_DOWNSTAIRS" "tBodyAcc.Z" -0.116812942382979 -0.10283790806383
"253" 2 "WALKING_DOWNSTAIRS" "tBodyAccJerk.X" 0.110040615569574 0.147249143238298
"254" 2 "WALKING_DOWNSTAIRS" "tBodyAccJerk.Y" -0.00327959081489362 0.126828014557447
"255" 2 "WALKING_DOWNSTAIRS" "tBodyAccJerk.Z" -0.0209351677765957 -0.340122023191489
"256" 2 "WALKING_DOWNSTAIRS" "tBodyGyro.X" -0.11594735287234 -0.320789230008511
"257" 2 "WALKING_DOWNSTAIRS" "tBodyGyro.Y" -0.00482329231914894 -0.415739144893617
"258" 2 "WALKING_DOWNSTAIRS" "tBodyGyro.Z" 0.097173808906383 -0.279418388042553
"259" 2 "WALKING_DOWNSTAIRS" "tBodyGyroJerk.X" -0.0581038498510638 -0.243940592553192
"260" 2 "WALKING_DOWNSTAIRS" "tBodyGyroJerk.Y" -0.0421470257531915 -0.469396701106383
"261" 2 "WALKING_DOWNSTAIRS" "tBodyGyroJerk.Z" -0.0710229816893617 -0.218266318606383
"262" 2 "WALKING_DOWNSTAIRS" "tGravityAcc.X" 0.861831345531915 -0.940361759574468
"263" 2 "WALKING_DOWNSTAIRS" "tGravityAcc.Y" -0.325780100638298 -0.940068525531915
"264" 2 "WALKING_DOWNSTAIRS" "tGravityAcc.Z" -0.0438890162723404 -0.931438313191489
"265" 2 "WALKING_UPSTAIRS" "fBodyAcc.X" -0.266720933270833 -0.320582414375
"266" 2 "WALKING_UPSTAIRS" "fBodyAcc.Y" 0.00992445881854167 0.0848802791083333
"267" 2 "WALKING_UPSTAIRS" "fBodyAcc.Z" -0.281001986202083 -0.09454497643125
"268" 2 "WALKING_UPSTAIRS" "fBodyAccJerk.X" -0.258639439729167 -0.365415441458333
"269" 2 "WALKING_UPSTAIRS" "fBodyAccJerk.Y" -0.1878421317125 -0.243554146666667
"270" 2 "WALKING_UPSTAIRS" "fBodyAccJerk.Z" -0.522728063333333 -0.625090981458333
"271" 2 "WALKING_UPSTAIRS" "fBodyGyro.X" -0.331643577458333 -0.476358845625
"272" 2 "WALKING_UPSTAIRS" "fBodyGyro.Y" -0.488086123958333 -0.459758488958333
"273" 2 "WALKING_UPSTAIRS" "fBodyGyro.Z" -0.248601122 -0.218072471479167
"274" 2 "WALKING_UPSTAIRS" "tBodyAcc.X" 0.247164790395833 -0.304376406458333
"275" 2 "WALKING_UPSTAIRS" "tBodyAcc.Y" -0.0214121132045833 0.108027279889583
"276" 2 "WALKING_UPSTAIRS" "tBodyAcc.Z" -0.152513899520833 -0.112121021220833
"277" 2 "WALKING_UPSTAIRS" "tBodyAccJerk.X" 0.0744507839572917 -0.276121886479167
"278" 2 "WALKING_UPSTAIRS" "tBodyAccJerk.Y" -0.00970985514333333 -0.185648954220833
"279" 2 "WALKING_UPSTAIRS" "tBodyAccJerk.Z" 0.01948143925 -0.5737463525
"280" 2 "WALKING_UPSTAIRS" "tBodyGyro.X" -0.0576912634583333 -0.439253058958333
"281" 2 "WALKING_UPSTAIRS" "tBodyGyro.Y" -0.0320883097395833 -0.466298336666667
"282" 2 "WALKING_UPSTAIRS" "tBodyGyro.Z" 0.0688374021666667 -0.163995791679167
"283" 2 "WALKING_UPSTAIRS" "tBodyGyroJerk.X" -0.0828858001333333 -0.464854363125
"284" 2 "WALKING_UPSTAIRS" "tBodyGyroJerk.Y" -0.0424053708458333 -0.645491337708333
"285" 2 "WALKING_UPSTAIRS" "tBodyGyroJerk.Z" -0.0445157481625 -0.467595961041667
"286" 2 "WALKING_UPSTAIRS" "tGravityAcc.X" 0.790717418541667 -0.934407739791667
"287" 2 "WALKING_UPSTAIRS" "tGravityAcc.Y" -0.416214890416667 -0.92376745375
"288" 2 "WALKING_UPSTAIRS" "tGravityAcc.Z" -0.195888238891667 -0.878004056875
"289" 3 "LAYING" "fBodyAcc.X" -0.980665609032258 -0.983691129032258
"290" 3 "LAYING" "fBodyAcc.Y" -0.961169982903226 -0.964094604193548
"291" 3 "LAYING" "fBodyAcc.Z" -0.968332141612903 -0.96327908016129
"292" 3 "LAYING" "fBodyAccJerk.X" -0.980513202258064 -0.983122615967742
"293" 3 "LAYING" "fBodyAccJerk.Y" -0.968752113709677 -0.971044012741936
"294" 3 "LAYING" "fBodyAccJerk.Z" -0.979122344354839 -0.983711904677419
"295" 3 "LAYING" "fBodyGyro.X" -0.970167262903226 -0.975986433709677
"296" 3 "LAYING" "fBodyGyro.Y" -0.978099682258065 -0.977032495483871
"297" 3 "LAYING" "fBodyGyro.Z" -0.962341960806452 -0.967256854193548
"298" 3 "LAYING" "tBodyAcc.X" 0.275516852741935 -0.982776639193548
"299" 3 "LAYING" "tBodyAcc.Y" -0.0189556785048387 -0.962057544516129
"300" 3 "LAYING" "tBodyAcc.Z" -0.101300477506452 -0.96369103483871
"301" 3 "LAYING" "tBodyAccJerk.X" 0.0769811125806452 -0.98087931483871
"302" 3 "LAYING" "tBodyAccJerk.Y" 0.0138041011306452 -0.968710724677419
"303" 3 "LAYING" "tBodyAccJerk.Z" -0.00435625874355645 -0.982093162903226
"304" 3 "LAYING" "tBodyGyro.X" -0.0208170540330645 -0.974545752096774
"305" 3 "LAYING" "tBodyGyro.Y" -0.0718507159435484 -0.977272653709677
